1,1.2375907
2,1.249507
3,1.2557488
4,1.2347535
5,1.239293
6,1.249507
7,1.2466698
8,1.2324837
9,1.249507
10,1.2546139
11,1.2211349
12,1.2642605
13,1.2534791
14,1.2319163
15,1.2336186
16,1.2472372
17,1.2563163
18,1.2165953
19,1.2568837
20,1.2375907
21,1.2534791
22,1.249507
23,1.2455349
24,1.2472372
25,1.2438325
26,1.2347535
27,1.2580186
28,1.2353209
29,1.2534791
30,1.2387256
31,1.2444
32,1.2546139
33,1.2426977
34,1.2449674
35,1.2381581
36,1.2426977
37,1.2319163
38,1.2313488
39,1.2512093
40,1.2943349
41,1.3737768
42,1.3805861
43,1.3760465
44,1.3822884
45,1.3908
46,1.3681023
47,1.3692372
48,1.385693
49,1.3794512
50,1.3925023
51,1.3641302
52,1.3936372
53,1.376614
54,1.3822884
55,1.3896651
56,1.3760465
57,1.3732093
58,1.3862605
59,1.3817209
60,1.3890977
61,1.3822884
62,1.3873954
63,1.3635628
64,1.3737768
65,1.3788837
66,1.395907
67,1.3777488
68,1.3890977
69,1.3834233
70,1.3834233
71,1.3919349
72,1.3749116
73,1.4004465
74,1.3908
75,1.3890977
76,1.3720744
77,1.3783163
78,1.371507
79,1.3976093
80,1.4827256
81,1.7363721
82,1.7284279
83,1.7255907
84,1.7341023
85,1.7358046
86,1.7261581
87,1.7233209
88,1.7397767
89,1.7187814
90,1.7148093
91,1.7289953
92,1.7284279
93,1.7142419
94,1.7369395
95,1.7216186
96,1.7204837
97,1.7301302
98,1.7386419
99,1.718214
100,1.7176465
101,1.7284279
102,1.7324
103,1.7295628
104,1.7074326
105,1.718214
106,1.7255907
107,1.7420465
108,1.7341023
109,1.7386419
110,1.7306977
111,1.7369395
112,1.7210512
113,1.7312651
114,1.7312651
115,1.7204837
116,1.737507
117,1.7261581
118,1.7227535
119,1.7335349
120,1.7834698
121,2.0093116
122,2.0212279
123,2.0155535
124,2.0002326
125,2.011014
126,2.0047721
127,2.0013674
128,2.0047721
129,2.0070419
130,2.0013674
131,2.0030698
132,1.9979628
133,2.0030698
134,1.9985302
135,2.0042046
136,2.0132837
137,1.9968279
138,2.0047721
139,1.9985302
140,2.0025023
141,2.0132837
142,1.9939907
143,2.0234977
144,2.0008
145,1.9985302
146,2.0166884
147,1.990586
148,1.9996651
149,1.9837767
150,1.990586
151,2.0223628
152,1.9922884
153,1.9849116
154,2.0047721
155,2.0064744
156,2.0189581
157,2.0047721
158,1.9985302
159,2.0064744
160,2.0490326
161,2.2873581
162,2.2867907
163,2.2635256
164,2.2799814
165,2.279414
166,2.2726047
167,2.2720372
168,2.2629582
169,2.2924651
170,2.2709023
171,2.2782791
172,2.2862233
173,2.2623907
174,2.2663628
175,2.2799814
176,2.2680651
177,2.2856558
178,2.2850884
